ProcessId,ProcessName,ProcessAgeSeconds,ProcessImageEntropy,SessionId,IsElevated,FirstSeenTime,LastSeenTime,OperationDurationSec,ProcessCreateTime,TotalOperationCount,CreateOperationCount,ModifyOperationCount,DeleteOperationCount,QueryOperationCount,UniqueKeysAccessed,AutorunKeysAccessed,SecurityKeysAccessed,FileAssocKeysAccessed,NetworkingKeysAccessed,ServicesKeysAccessed,SensitiveKeysAccessed,ProcessHijackKeysAccessed,DllHijackKeysAccessed,ComObjectKeysAccessed,OperationBurstCount,MaxOperationsPerBurst,BurstIntervalMs,OperationDensityPerMin,TimingVariance,RemoteOperationCount,FileExtensionModificationCount,SecuritySettingModificationCount,WritesToReadsRatio,RegistryKeyDepthMax,RegistryValueEntropyAvg,ComRegistryModifications,CriticalSystemKeyModifications,Cluster
12980,\Device\HarddiskVolume4\Windows\System32\cmd.exe,0,235,0,1,1746014120,1746014120,0,1746014120,65,0,2,0,63,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,250,0,0,2
12988,\Device\HarddiskVolume4\Windows\System32\conhost.exe,0,281,0,1,1746014120,1746014120,0,1746014120,128,0,1,0,127,128,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,250,0,0,2
13020,\Device\HarddiskVolume4\Windows\System32\ARP.EXE,0,235,0,1,1746014120,1746014120,0,1746014120,203,4,0,0,199,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,2
13132,\Device\HarddiskVolume4\Windows\System32\taskhostw.exe,0,276,0,1,1746014128,1746014129,1,1746014128,135,1,3,0,131,135,0,0,29,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,382,0,0,2
13220,\Device\HarddiskVolume4\Windows\System32\calc.exe,1,225,0,1,1746014133,1746014134,1,1746014133,2037,6,3,0,2028,2036,0,0,407,0,0,0,0,0,12,0,0,0,120000,0,0,0,0,0,15,163,0,0,2
13288,\Device\HarddiskVolume4\Program Files\WindowsApps\Microsoft.WindowsCalculator_11.2502.2.0_x64__8wekyb3d8bbwe\CalculatorApp.exe,3,326,0,1,1746014133,1746014136,3,1746014133,8510,7,2,0,8501,8510,0,0,636,0,0,0,0,0,8,0,0,0,170000,0,0,0,0,0,13,314,0,0,2
12588,\Device\HarddiskVolume4\Windows\System32\RuntimeBroker.exe,0,320,0,1,1746014135,1746014195,60,1746014135,2573,0,1,0,2572,2573,0,0,439,0,0,0,34,0,9,1,21056,4294911874,0,0,0,0,0,0,13,258,0,0,2
12664,\Device\HarddiskVolume4\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2501.31.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe,0,272,0,1,1746014138,1746014139,0,1746014138,1249,11,2,0,1236,1246,0,0,0,0,0,0,70,0,5,0,0,0,0,0,0,0,0,0,13,258,0,0,2
12844,\Device\HarddiskVolume4\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2501.31.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe,2,272,0,1,1746014139,1746014142,3,1746014139,7170,44,8,0,7118,7167,0,0,774,0,0,0,52,0,12,0,0,0,213000,0,0,0,0,0,13,351,0,0,2
3920,\Device\HarddiskVolume4\Windows\System32\dllhost.exe,71,281,0,1,1746014140,1746014220,79,1746014140,2148,0,0,0,2148,2148,0,0,1827,0,0,0,0,0,13,2,11691,1073718857,1774,0,0,0,0,0,9,0,0,0,2
12984,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746014143,1746014183,40,1746014143,72,1,1,0,70,71,0,0,0,0,0,0,0,0,3,1,852,4294929344,0,0,0,0,0,0,9,250,0,0,2
1540,\Device\HarddiskVolume4\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2501.31.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe,0,272,0,1,1746014145,1746014145,0,1746014145,1249,11,2,0,1236,1246,0,0,0,0,0,0,70,0,5,0,0,0,0,0,0,0,0,0,13,258,0,0,2
3360,\Device\HarddiskVolume4\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2501.31.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe,15,272,0,1,1746014145,1746014161,16,1746014145,56361,312,124,27,55898,56348,0,0,11446,0,0,0,52,0,27,0,0,0,225200,0,0,0,0,0,13,333,0,0,2
12536,\Device\HarddiskVolume4\Windows\System32\DataExchangeHost.exe,0,310,0,1,1746014148,1746014189,41,1746014148,197,0,1,0,196,197,0,0,45,0,0,0,0,0,6,1,2669,4294932000,0,0,0,0,0,0,11,250,0,0,2
13064,\Device\HarddiskVolume4\Windows\System32\wbem\WmiPrvSE.exe,24,291,0,1,1746014206,1746014231,24,1746014206,1245,14,23,21,1187,1244,0,0,447,0,0,0,0,0,6,1,2051,4294947177,3000,0,0,0,0,4,8,360,0,0,2
12504,\Device\HarddiskVolume4\Windows\System32\taskhostw.exe,5,276,0,1,1746014209,1746014215,5,1746014209,37148,2762,360,129,33897,37088,0,0,256,0,0,157,0,0,11,0,0,0,445200,0,0,0,0,9,11,247,0,0,0
5652,\Device\HarddiskVolume4\Windows\System32\backgroundTaskHost.exe,0,327,0,1,1746014210,1746014210,0,1746014210,1461,17,0,0,1444,1459,0,0,427,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,12,0,0,0,2
3268,\Device\HarddiskVolume4\Windows\System32\RuntimeBroker.exe,0,320,0,1,1746014210,1746014210,0,1746014210,262,0,0,0,262,262,0,0,49,0,0,8,34,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,2
7644,\Device\HarddiskVolume4\Windows\System32\sppsvc.exe,0,270,0,1,1746014213,1746014213,0,1746014213,911,13,1,0,897,899,0,0,0,0,0,18,0,0,5,0,0,0,0,0,0,0,0,1,10,400,0,0,2
13204,\Device\HarddiskVolume4\ProgramData\Microsoft\Windows Defender\Platform\4.18.25030.2-0\MpCmdRun.exe,0,291,0,1,1746014227,1746014227,0,1746014227,470,16,1,0,453,454,0,37,144,0,0,0,0,0,13,0,0,0,0,0,0,0,0,4,9,250,0,0,2
3228,\Device\HarddiskVolume4\Windows\System32\conhost.exe,0,281,0,1,1746014227,1746014227,0,1746014227,240,0,0,0,240,240,0,0,62,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,2
6320,\Device\HarddiskVolume4\ProgramData\Microsoft\Windows Defender\Platform\4.18.25030.2-0\MpCmdRun.exe,0,291,0,1,1746014227,1746014228,1,1746014227,279,17,4,0,258,279,0,16,31,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,477,0,0,2
9956,\Device\HarddiskVolume4\ProgramData\Microsoft\Windows Defender\Platform\4.18.25030.2-0\MpCmdRun.exe,0,291,0,1,1746014227,1746014229,1,1746014227,664,8,1,0,655,656,0,18,250,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,10,250,0,0,2
12340,\Device\HarddiskVolume4\Windows\System32\conhost.exe,0,281,0,1,1746014227,1746014227,0,1746014227,239,0,0,0,239,239,0,0,62,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,2
6432,\Device\HarddiskVolume4\Windows\System32\svchost.exe,5,281,0,1,1746014228,1746014234,6,1746014228,12770,1146,80,42,11502,12083,0,39,192,0,0,560,0,0,2,0,0,0,152400,0,0,0,0,11,10,111,0,0,2
6508,\Device\HarddiskVolume4\Users\fwisk\AppData\Local\Programs\Python\Python313\python.exe,0,290,0,1,1746014234,1746014234,0,1746014234,66,0,0,0,66,66,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,2
